Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
66,480,7,0c71f971-4729-4efd-a93e-57b979a9bb1b_166424230.stl,5be75df9-2104-49e5-9613-e4bbdb94902d_254336200.stl
66,1085,7,0c71f971-4729-4efd-a93e-57b979a9bb1b_166424230.stl,d71542bb-20d3-4137-9cae-6ef31220f6aa_170161741.stl
66,329,6,0c71f971-4729-4efd-a93e-57b979a9bb1b_166424230.stl,40d9aeb8-5814-457a-b48f-c9563d45300c_138377815.stl
1129,1103,8,dec2ddde-2c33-4550-bad1-745357945281_121702640.stl,d8e57dd0-c8f7-4eff-af7c-56e791d464c6_176153223.stl
1129,248,5,dec2ddde-2c33-4550-bad1-745357945281_121702640.stl,30ff768f-a8fb-4b7a-9301-078445840a0e_250739405.stl
1129,1061,5,dec2ddde-2c33-4550-bad1-745357945281_121702640.stl,d483ea22-de77-4d87-926e-8dc690f7ddf8_91713414.stl
1,185,1,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl,26797da9-59b1-4f08-8ba5-f2f426669be6_126563256.stl
1,533,1,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl,663de213-ccab-4147-b305-4d573b1004f6_162853608.stl
1,269,1,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl,35f59889-6fc3-43a6-9f8b-f8d1e2423e3f_68381658.stl
107,446,5,15deaa46-508a-4cb5-8c26-35152bdc7be7_138377650.stl,57bd7407-f79d-4ac5-9374-30b852cad281_237984158.stl
107,319,1,15deaa46-508a-4cb5-8c26-35152bdc7be7_138377650.stl,3e64d704-dbbf-404c-8f1b-05cf7037fef5_105081722.stl
107,855,7,15deaa46-508a-4cb5-8c26-35152bdc7be7_138377650.stl,a98e1fa4-4bdb-4294-96ab-111f3222762f_110388513.stl
536,740,7,66d9a7e8-e2b7-427e-818f-f11c03da1bf0_77865974.stl,9152b443-f680-4f29-8489-7490b6806185_156196447.stl
536,674,7,66d9a7e8-e2b7-427e-818f-f11c03da1bf0_77865974.stl,864d28f7-a7e5-473e-ad58-833671247efc_159421896.stl
536,620,7,66d9a7e8-e2b7-427e-818f-f11c03da1bf0_77865974.stl,7b0015ac-3336-4120-a5b7-8d7b2142e7eb_180009675.stl
454,1207,3,589cf8d1-9762-4855-918b-a0ce2593f136_168688311.stl,e9bc1dff-548a-4545-a058-771705e3d55e_138075629.stl
454,367,3,589cf8d1-9762-4855-918b-a0ce2593f136_168688311.stl,484c0703-7c2a-46f7-b8d9-3eb4b9495e8b_165119974.stl
454,936,3,589cf8d1-9762-4855-918b-a0ce2593f136_168688311.stl,b708d2dd-ff6e-4be8-9f00-c52aa48d875d_229511149.stl
283,1060,4,37fccdbc-5700-4df9-bf61-610bfc933396_264285172.stl,d498799a-ec9d-47a1-909a-dbf0c9b0aeaa_130968670.stl
283,34,7,37fccdbc-5700-4df9-bf61-610bfc933396_264285172.stl,078d03c6-eb3d-46c9-ae62-5674b718da70_116047916.stl
283,800,4,37fccdbc-5700-4df9-bf61-610bfc933396_264285172.stl,a42a5b1f-38fc-43e7-8a95-bad9172edf13_170795881.stl
