Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
751,954,1,954f4b2a-a52b-4fca-8478-c84f7605a749_225515191.stl,be184731-f553-4566-951d-3ea986f07f7b_166234569.stl
751,251,7,954f4b2a-a52b-4fca-8478-c84f7605a749_225515191.stl,319343aa-247b-45fe-8f13-b3eeffd1c326_180338970.stl
751,179,8,954f4b2a-a52b-4fca-8478-c84f7605a749_225515191.stl,264c0b33-2933-480e-805f-3ee8aa69229a_120663964.stl
685,910,2,882a7e7e-9884-4c0c-96d8-3e527248a709_257075510.stl,b57fde05-2fac-4483-85b2-8c75d353585b_254995086.stl
685,101,6,882a7e7e-9884-4c0c-96d8-3e527248a709_257075510.stl,15ba2669-99e8-4ee3-aa64-7544b8eff92a_258382266.stl
685,1094,5,882a7e7e-9884-4c0c-96d8-3e527248a709_257075510.stl,d71a93ad-0f2b-4dca-8133-c06a016ecd18_159574720.stl
98,101,10,15ba2669-99e8-4ee3-aa64-7544b8eff92a_180864582.stl,15ba2669-99e8-4ee3-aa64-7544b8eff92a_258382266.stl
98,569,7,15ba2669-99e8-4ee3-aa64-7544b8eff92a_180864582.stl,6ef94275-1acc-4888-ad30-c4009d5d535c_241080105.stl
98,1240,3,15ba2669-99e8-4ee3-aa64-7544b8eff92a_180864582.stl,f80ec6bb-eef5-453a-87f9-e4b595d4036f_233242178.stl
427,433,7,535ccff2-6c63-45e8-9448-ef36df620c2a_104387933.stl,566b354b-4e46-40f9-935e-f55e4ffc8825_115666887.stl
427,943,3,535ccff2-6c63-45e8-9448-ef36df620c2a_104387933.stl,b76530fb-ca54-4e86-8bc3-4f452723ff3c_135884949.stl
427,6,9,535ccff2-6c63-45e8-9448-ef36df620c2a_104387933.stl,0058ceb9-e243-4f46-885c-773e5f9e298b_125565174.stl
548,759,6,686490d0-56e3-48e2-903a-2bd735d3d018_139186754.stl,9579144d-6037-4e4c-aba7-3d2f88231891_268310687.stl
548,298,3,686490d0-56e3-48e2-903a-2bd735d3d018_139186754.stl,3a8419c1-9d95-4108-bed4-20b98e45f58e_178062286.stl
548,249,1,686490d0-56e3-48e2-903a-2bd735d3d018_139186754.stl,302381e6-d363-4132-876c-98c257b8677f_73237143.stl
347,1054,1,4493ed57-8b47-48e5-a31a-158379cba570_101587469.stl,d1e44fe9-4732-46ff-b6c5-0d877b321fff_126298299.stl
347,567,7,4493ed57-8b47-48e5-a31a-158379cba570_101587469.stl,6e852acc-ca98-467c-91de-72f135ed2eb0_73216985.stl
347,533,1,4493ed57-8b47-48e5-a31a-158379cba570_101587469.stl,663de213-ccab-4147-b305-4d573b1004f6_162853608.stl
1,185,1,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl,26797da9-59b1-4f08-8ba5-f2f426669be6_126563256.stl
1,533,1,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl,663de213-ccab-4147-b305-4d573b1004f6_162853608.stl
1,269,1,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl,35f59889-6fc3-43a6-9f8b-f8d1e2423e3f_68381658.stl
