Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
310,779,9,3ca7175d-6c01-43b9-9e3d-f73d418d2ed4_234769546.stl,9ba218ce-7bd6-4e27-9737-a7d49c6154ee_124043111.stl
310,1063,1,3ca7175d-6c01-43b9-9e3d-f73d418d2ed4_234769546.stl,d480d11b-beff-4650-9337-7efb77b7dac7_259265602.stl
310,642,8,3ca7175d-6c01-43b9-9e3d-f73d418d2ed4_234769546.stl,7de5a07e-47e0-4467-b3d0-b5391558caab_114049210.stl
741,1050,2,90b116d9-e7eb-48bd-9c72-b8e79d1fda94_234586329.stl,d01671c4-c3b3-46a0-a013-b085bc0a80c4_149532846.stl
741,76,9,90b116d9-e7eb-48bd-9c72-b8e79d1fda94_234586329.stl,0c8fb84b-e513-450e-8f73-0f0070e20d61_253839024.stl
741,1171,8,90b116d9-e7eb-48bd-9c72-b8e79d1fda94_234586329.stl,e5a73148-0a7a-41c1-b90c-940ae33cde27_265535135.stl
764,419,8,98025669-0101-4137-a1ee-f5807b2ad9cb_134218121.stl,528c4fa2-8809-46a0-bdec-0296b388b835_138498683.stl
764,249,1,98025669-0101-4137-a1ee-f5807b2ad9cb_134218121.stl,302381e6-d363-4132-876c-98c257b8677f_73237143.stl
764,474,8,98025669-0101-4137-a1ee-f5807b2ad9cb_134218121.stl,5a7e861f-5d57-4423-943b-776bd3cbb9c9_233741266.stl
586,262,7,72c71a5f-3549-4ff7-b184-b550977a2752_101585838.stl,3493fda8-1a64-4573-b4b6-aca9f9c98562_113221109.stl
586,338,8,72c71a5f-3549-4ff7-b184-b550977a2752_101585838.stl,42fb7900-2280-4647-9db1-8234b36e5fde_265532873.stl
586,874,9,72c71a5f-3549-4ff7-b184-b550977a2752_101585838.stl,ae6dea56-7d27-4aa0-b08a-537109818c69_234580325.stl
792,118,8,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl,1a23f6e0-8ac5-4b98-9f09-906ce4352f34_75810609.stl
792,1154,1,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl,e21d7f8a-fb72-482f-962b-65a893b0c8c7_121973287.stl
792,79,10,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl,0dd2a727-8c37-44a3-9714-2c14b6c5e5bd_164633494.stl
421,507,6,52de4afe-24be-4a9a-9365-101768e1c589_178615751.stl,601dfb05-16e8-4c21-b050-512bc6a27fbb_116176769.stl
421,407,6,52de4afe-24be-4a9a-9365-101768e1c589_178615751.stl,5145195d-ea04-4d02-b0e3-406418b79236_100364264.stl
421,68,7,52de4afe-24be-4a9a-9365-101768e1c589_178615751.stl,0c71f971-4729-4efd-a93e-57b979a9bb1b_241829614.stl
399,157,1,4dc30272-a435-499a-8ced-e2cbf1470dcf_157422574.stl,1f6d623e-897a-42e1-b9a8-8c37d762a7b7_117264158.stl
399,767,1,4dc30272-a435-499a-8ced-e2cbf1470dcf_157422574.stl,934e69ed-ca0e-4851-a9c4-1346c5a2fb95_159409575.stl
399,845,1,4dc30272-a435-499a-8ced-e2cbf1470dcf_157422574.stl,aa6461bb-1114-4693-b3c4-15f0556e2311_252398582.stl
