Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
962,934,7,bec75ae3-8c37-4583-887d-e45ab6a9a477_176549629.stl,b708d2dd-ff6e-4be8-9f00-c52aa48d875d_168256835.stl
962,1149,6,bec75ae3-8c37-4583-887d-e45ab6a9a477_176549629.stl,e0e5dbc6-bbb9-4744-b67e-d7f50fd675b4_144048738.stl
962,627,6,bec75ae3-8c37-4583-887d-e45ab6a9a477_176549629.stl,7cccdf39-2e6b-4cbc-b44a-964ed055d71f_234262327.stl
756,848,5,9232a1c6-c06f-4320-8f8e-1244f1a971f1_110076487.stl,ab44cebc-1ef6-4d34-90d3-b5a208f49432_112635615.stl
756,396,5,9232a1c6-c06f-4320-8f8e-1244f1a971f1_110076487.stl,4e843234-9a38-4559-a13a-f06e07c954f2_138080209.stl
756,1169,6,9232a1c6-c06f-4320-8f8e-1244f1a971f1_110076487.stl,e5a73148-0a7a-41c1-b90c-940ae33cde27_242154435.stl
97,662,7,14abce5e-71dd-433b-b7cf-ec457d2df668_138941008.stl,84e868c1-d407-4db9-b4a0-809a5e259834_244126936.stl
97,1119,10,14abce5e-71dd-433b-b7cf-ec457d2df668_138941008.stl,dbb571ed-e0cb-4837-a22e-fa206c44d561_250307698.stl
97,84,9,14abce5e-71dd-433b-b7cf-ec457d2df668_138941008.stl,0e54eb0f-b5c2-4f1f-bfbf-4c2d1ca6f621_234067243.stl
953,153,6,ba32b798-4e21-4efb-9c5f-f050b53b5f6c_137366139.stl,1e2d5db9-15e9-4bbb-a322-e8014770dd6e_147300266.stl
953,148,7,ba32b798-4e21-4efb-9c5f-f050b53b5f6c_137366139.stl,1d869645-5d5e-494e-aaa0-454e5bca65cf_141866632.stl
953,285,5,ba32b798-4e21-4efb-9c5f-f050b53b5f6c_137366139.stl,37fccdbc-5700-4df9-bf61-610bfc933396_246463854.stl
363,149,7,46ef8df1-779d-49e2-b451-0d244ede25bd_74035220.stl,1d869645-5d5e-494e-aaa0-454e5bca65cf_180865567.stl
363,893,10,46ef8df1-779d-49e2-b451-0d244ede25bd_74035220.stl,b3d0478b-1b9a-41a2-a659-23c4c386d327_155148351.stl
363,1212,10,46ef8df1-779d-49e2-b451-0d244ede25bd_74035220.stl,ec1c1aab-e4f8-4d53-9e92-e8f5b19087a5_107387541.stl
604,244,6,74c73ebb-9e66-4623-a482-8f4baeba6a88_132164104.stl,2eca13e2-6807-440d-a5e3-99863229d42d_256908295.stl
604,1181,7,74c73ebb-9e66-4623-a482-8f4baeba6a88_132164104.stl,e6abe54b-e520-45ec-ae71-b1440ab023f8_256365585.stl
604,901,6,74c73ebb-9e66-4623-a482-8f4baeba6a88_132164104.stl,b5546d88-24c0-439d-a1c3-e61efac1f088_100870869.stl
172,308,7,20f84512-cfc2-4ded-89e1-b3c410197678_166081354.stl,3c217e3e-fb90-477e-822f-847f66b9effc_139183003.stl
172,1232,7,20f84512-cfc2-4ded-89e1-b3c410197678_166081354.stl,edd44e93-bec3-4515-a91c-0c78456142e3_145217071.stl
172,818,7,20f84512-cfc2-4ded-89e1-b3c410197678_166081354.stl,a41188f6-9b5a-4594-8a7e-ae7d4b2e1359_83412420.stl
