Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
1053,1181,9,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl,e6abe54b-e520-45ec-ae71-b1440ab023f8_256365585.stl
1053,695,6,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl,89f6e5d9-4fd8-4b50-9ae0-bda4c8239bf1_238006323.stl
1053,913,7,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl,b5546d88-24c0-439d-a1c3-e61efac1f088_75023608.stl
1016,334,7,c71553bb-d015-435d-a0e2-1b8809d95782_158522242.stl,411e8b4a-86a1-4ade-8efe-755e7c2c0d1c_155438390.stl
1016,130,7,c71553bb-d015-435d-a0e2-1b8809d95782_158522242.stl,1a495366-922f-412e-8f07-15f646277bb6_133954679.stl
1016,821,7,c71553bb-d015-435d-a0e2-1b8809d95782_158522242.stl,a691272e-6d34-4f16-b120-7e93ff204e4f_118459276.stl
924,484,7,b708d2dd-ff6e-4be8-9f00-c52aa48d875d_127857489.stl,5c854d50-d941-48e6-9b18-dbe1e3b5cd0e_270560219.stl
924,246,7,b708d2dd-ff6e-4be8-9f00-c52aa48d875d_127857489.stl,2f604299-24be-46bc-a417-35795f59a6d1_227619076.stl
924,861,6,b708d2dd-ff6e-4be8-9f00-c52aa48d875d_127857489.stl,ade23b8b-00c3-4ba8-b6b0-786c6a64b84d_264988802.stl
148,153,7,1d869645-5d5e-494e-aaa0-454e5bca65cf_141866632.stl,1e2d5db9-15e9-4bbb-a322-e8014770dd6e_147300266.stl
148,953,8,1d869645-5d5e-494e-aaa0-454e5bca65cf_141866632.stl,ba32b798-4e21-4efb-9c5f-f050b53b5f6c_137366139.stl
148,285,9,1d869645-5d5e-494e-aaa0-454e5bca65cf_141866632.stl,37fccdbc-5700-4df9-bf61-610bfc933396_246463854.stl
933,725,9,b7277d0f-844c-426a-ba65-9612430f1f37_145900824.stl,8d395d73-f857-4d37-ba70-87e08b454d5e_98378883.stl
933,223,9,b7277d0f-844c-426a-ba65-9612430f1f37_145900824.stl,2c2834ab-86b3-4477-b5f1-dbe4aa5bb320_255353469.stl
933,937,10,b7277d0f-844c-426a-ba65-9612430f1f37_145900824.stl,b7277d0f-844c-426a-ba65-9612430f1f37_131373850.stl
103,200,10,15f16d2d-fd14-4f02-ac1b-ee1518af5e0f_123790859.stl,28c38542-ca78-478c-9497-8ee83300cf7d_89948324.stl
103,111,4,15f16d2d-fd14-4f02-ac1b-ee1518af5e0f_123790859.stl,171c4dc6-9875-4bf6-b56c-5014b887efd2_153316670.stl
103,580,4,15f16d2d-fd14-4f02-ac1b-ee1518af5e0f_123790859.stl,708687aa-6cb7-4b23-b1c7-051119dfa97d_139181855.stl
327,191,5,40d679f5-d3f9-421d-a361-a192dd9584c8_138940518.stl,26797da9-59b1-4f08-8ba5-f2f426669be6_269111203.stl
327,559,5,40d679f5-d3f9-421d-a361-a192dd9584c8_138940518.stl,6cb8e7ec-ceda-40f1-bf66-74406817d150_254146214.stl
327,329,6,40d679f5-d3f9-421d-a361-a192dd9584c8_138940518.stl,40d9aeb8-5814-457a-b48f-c9563d45300c_138377815.stl
