Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
373,988,9,47fdeae7-326e-452b-a455-40d0620959cc_111213767.stl,c4673adc-0577-4280-9de5-13567010d404_80847807.stl
373,323,9,47fdeae7-326e-452b-a455-40d0620959cc_111213767.stl,3fdb05af-ae51-440b-b037-a4a43a719650_179317599.stl
373,270,1,47fdeae7-326e-452b-a455-40d0620959cc_111213767.stl,35ce94e7-e07f-4700-bf0b-f4527e520caf_139186156.stl
18,39,9,043f9075-6d98-4946-86b9-2e07749c1ba8_79433816.stl,08288aaf-c1dc-4389-b1fd-0ebd8541ae95_262473867.stl
18,585,7,043f9075-6d98-4946-86b9-2e07749c1ba8_79433816.stl,718b98dd-47ce-459d-a30f-afc50985c4f2_172875408.stl
18,27,9,043f9075-6d98-4946-86b9-2e07749c1ba8_79433816.stl,05d2afc5-6d77-4346-9f33-abe0f40d348e_128816741.stl
309,1171,9,3ca7175d-6c01-43b9-9e3d-f73d418d2ed4_126827031.stl,e5a73148-0a7a-41c1-b90c-940ae33cde27_265535135.stl
309,288,9,3ca7175d-6c01-43b9-9e3d-f73d418d2ed4_126827031.stl,38b9709d-f9ec-493a-a697-3cd88756a53a_174588067.stl
309,765,7,3ca7175d-6c01-43b9-9e3d-f73d418d2ed4_126827031.stl,96d6716c-fc86-462a-94c4-7f4744c6e976_138921126.stl
1255,497,7,fbdd0f4e-cfb4-44e3-8692-ae7796548698_118205090.stl,5f0160b1-4378-4926-b3c8-b8328dd65889_112510479.stl
1255,244,9,fbdd0f4e-cfb4-44e3-8692-ae7796548698_118205090.stl,2eca13e2-6807-440d-a5e3-99863229d42d_256908295.stl
1255,990,9,fbdd0f4e-cfb4-44e3-8692-ae7796548698_118205090.stl,c5ba7023-de80-4d4a-94a5-382d75483880_134213048.stl
258,881,7,3300e1e0-280b-4333-b215-88d63725e864_104611393.stl,b2c2e709-a26c-4320-9213-e2bcb9161216_132737045.stl
258,1113,7,3300e1e0-280b-4333-b215-88d63725e864_104611393.stl,d78ce571-bb41-492a-a091-908656c5fcf5_168047643.stl
258,260,9,3300e1e0-280b-4333-b215-88d63725e864_104611393.stl,3300e1e0-280b-4333-b215-88d63725e864_166927595.stl
31,1013,3,05d2afc5-6d77-4346-9f33-abe0f40d348e_254325445.stl,c71553bb-d015-435d-a0e2-1b8809d95782_98633179.stl
31,680,9,05d2afc5-6d77-4346-9f33-abe0f40d348e_254325445.stl,872da460-fb29-4928-8474-52a480dc54d0_239048312.stl
31,634,7,05d2afc5-6d77-4346-9f33-abe0f40d348e_254325445.stl,7eac969f-6f92-4a24-88a4-e6ccabe133c6_101945335.stl
320,522,1,401449e8-1876-469b-8372-0d9d36ae7570_252055491.stl,61a646a2-be8a-40cb-932e-c134df9bf91e_228837912.stl
320,455,1,401449e8-1876-469b-8372-0d9d36ae7570_252055491.stl,5882c789-c16b-4b3c-aabf-eaee8606983c_253641739.stl
320,1055,1,401449e8-1876-469b-8372-0d9d36ae7570_252055491.stl,d05eca8e-20ac-47e7-aaf1-aedf64015c83_144037182.stl
