Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
1143,986,9,e0e5dbc6-bbb9-4744-b67e-d7f50fd675b4_233233137.stl,c2818ccb-25a5-4527-bdc6-3b9b1422a536_233212965.stl
1143,799,9,e0e5dbc6-bbb9-4744-b67e-d7f50fd675b4_233233137.stl,a49e45b6-1678-454a-aabe-d928b51fa16b_103068422.stl
1143,617,9,e0e5dbc6-bbb9-4744-b67e-d7f50fd675b4_233233137.stl,79d26c7a-672e-4fb1-bccd-42a56439b7da_125062376.stl
550,154,9,6810abcb-5552-4a9c-8a5e-01d94f9f0a34_248525971.stl,1e2d5db9-15e9-4bbb-a322-e8014770dd6e_174296031.stl
550,623,9,6810abcb-5552-4a9c-8a5e-01d94f9f0a34_248525971.stl,7af37202-3ffd-41b4-9838-63eff2adcaaa_95960302.stl
550,851,9,6810abcb-5552-4a9c-8a5e-01d94f9f0a34_248525971.stl,ab955864-4214-4661-8be9-00be3dfc1b8f_271145240.stl
1053,1181,9,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl,e6abe54b-e520-45ec-ae71-b1440ab023f8_256365585.stl
1053,695,9,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl,89f6e5d9-4fd8-4b50-9ae0-bda4c8239bf1_238006323.stl
1053,913,9,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl,b5546d88-24c0-439d-a1c3-e61efac1f088_75023608.stl
948,455,6,ba8ac2b7-13c4-41f2-bd49-38448dc83cb2_272390820.stl,5882c789-c16b-4b3c-aabf-eaee8606983c_253641739.stl
948,25,7,ba8ac2b7-13c4-41f2-bd49-38448dc83cb2_272390820.stl,04c31ab6-a86a-4e74-b808-12856cd6fec8_257767115.stl
948,522,6,ba8ac2b7-13c4-41f2-bd49-38448dc83cb2_272390820.stl,61a646a2-be8a-40cb-932e-c134df9bf91e_228837912.stl
333,51,3,414fb4e2-3541-4ccf-85c9-b1fa04dcc247_242650169.stl,0a04971b-392c-4f9b-b15f-6e0a3a825053_267567365.stl
333,394,4,414fb4e2-3541-4ccf-85c9-b1fa04dcc247_242650169.stl,4cc7446e-e87e-46b8-bdf8-885ab5a7f32b_149252971.stl
333,911,7,414fb4e2-3541-4ccf-85c9-b1fa04dcc247_242650169.stl,b5c23f00-bc25-4e30-a4c8-35ea588930f7_139185578.stl
778,1122,3,9bb5e684-bf12-419f-bc55-f52cd0ac4bb1_175631434.stl,dbcc3530-b71f-49c5-954a-909428593ea4_122123832.stl
778,649,3,9bb5e684-bf12-419f-bc55-f52cd0ac4bb1_175631434.stl,82268f90-6b02-4ebf-b5dd-5406316fe619_177788238.stl
778,1014,4,9bb5e684-bf12-419f-bc55-f52cd0ac4bb1_175631434.stl,c7bf201b-863a-4b07-aa9f-07afae37ff9f_110966916.stl
1032,885,6,cc9b81ea-984d-4e62-a1d0-18e7d5d7e0b2_244999188.stl,b2c2e709-a26c-4320-9213-e2bcb9161216_157690894.stl
1032,896,6,cc9b81ea-984d-4e62-a1d0-18e7d5d7e0b2_244999188.stl,b2c2e709-a26c-4320-9213-e2bcb9161216_234578262.stl
1032,188,6,cc9b81ea-984d-4e62-a1d0-18e7d5d7e0b2_244999188.stl,236ff37c-85a3-406a-b91c-f99b7d463adf_268315141.stl
