Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
654,67,10,8333fb27-6ecf-4c4f-92ca-6ceec7cd03f9_103325824.stl,0c854b82-b4a0-4f3f-b1d6-5a170ac38ba6_161778902.stl
654,277,1,8333fb27-6ecf-4c4f-92ca-6ceec7cd03f9_103325824.stl,37dfe2f3-8f03-4602-ba58-3f399b4ce8af_136283599.stl
654,1094,1,8333fb27-6ecf-4c4f-92ca-6ceec7cd03f9_103325824.stl,d71a93ad-0f2b-4dca-8133-c06a016ecd18_159574720.stl
566,987,10,6d8cee57-4cbf-4e16-b930-c53099a16e45_173339142.stl,c33e55b8-827b-4b9c-99b7-6e86adafbfe5_145901995.stl
566,467,1,6d8cee57-4cbf-4e16-b930-c53099a16e45_173339142.stl,59452f5a-3fae-42f2-87ac-16e33eda84cc_227627321.stl
566,557,10,6d8cee57-4cbf-4e16-b930-c53099a16e45_173339142.stl,6b3c3fbd-c94a-4084-847c-530556b078e0_118603733.stl
1181,604,8,e6abe54b-e520-45ec-ae71-b1440ab023f8_256365585.stl,74c73ebb-9e66-4623-a482-8f4baeba6a88_132164104.stl
1181,1053,10,e6abe54b-e520-45ec-ae71-b1440ab023f8_256365585.stl,d05eca8e-20ac-47e7-aaf1-aedf64015c83_229479323.stl
1181,695,10,e6abe54b-e520-45ec-ae71-b1440ab023f8_256365585.stl,89f6e5d9-4fd8-4b50-9ae0-bda4c8239bf1_238006323.stl
1018,240,1,c7a2a64a-2dec-4d90-8fd4-f3910a050bf5_74254920.stl,2ee9d116-5e0e-466d-87c9-ce2b16958198_109605455.stl
1018,1091,1,c7a2a64a-2dec-4d90-8fd4-f3910a050bf5_74254920.stl,d71a93ad-0f2b-4dca-8133-c06a016ecd18_143627452.stl
1018,311,1,c7a2a64a-2dec-4d90-8fd4-f3910a050bf5_74254920.stl,3da81aac-385c-418d-8db5-b5b63529b952_238535010.stl
368,384,1,46db2eb4-c26d-427d-826b-14a6f739c5d3_145049288.stl,4ad97a40-040d-4df4-908a-117913128399_266991089.stl
368,906,1,46db2eb4-c26d-427d-826b-14a6f739c5d3_145049288.stl,b4d3c289-9b1f-4424-8e91-2f5fe0f91749_90534508.stl
368,579,1,46db2eb4-c26d-427d-826b-14a6f739c5d3_145049288.stl,6f6a0346-9c05-4309-9443-7579b25dbced_252019888.stl
703,714,10,8a07dda0-4750-47e8-8ef2-144dc7eeb675_233214812.stl,8bdbe382-5440-4289-8065-75584fd84af7_228095408.stl
703,532,1,8a07dda0-4750-47e8-8ef2-144dc7eeb675_233214812.stl,65de0ae7-2e48-463a-a148-22001605c2f6_144745638.stl
703,1272,10,8a07dda0-4750-47e8-8ef2-144dc7eeb675_233214812.stl,fde39c73-b68e-4f4f-b1c1-18f4e7b2da03_68114070.stl
25,455,7,04c31ab6-a86a-4e74-b808-12856cd6fec8_257767115.stl,5882c789-c16b-4b3c-aabf-eaee8606983c_253641739.stl
25,948,7,04c31ab6-a86a-4e74-b808-12856cd6fec8_257767115.stl,ba8ac2b7-13c4-41f2-bd49-38448dc83cb2_272390820.stl
25,522,9,04c31ab6-a86a-4e74-b808-12856cd6fec8_257767115.stl,61a646a2-be8a-40cb-932e-c134df9bf91e_228837912.stl
