Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
507,421,3,601dfb05-16e8-4c21-b050-512bc6a27fbb_116176769.stl,52de4afe-24be-4a9a-9365-101768e1c589_178615751.stl
507,407,7,601dfb05-16e8-4c21-b050-512bc6a27fbb_116176769.stl,5145195d-ea04-4d02-b0e3-406418b79236_100364264.stl
507,872,3,601dfb05-16e8-4c21-b050-512bc6a27fbb_116176769.stl,af5f2654-b25a-4b8e-b1c5-26f1cdda392d_244660316.stl
939,961,7,b9307cb7-3d56-48f5-94a4-8fa928592b7c_85742571.stl,bec75ae3-8c37-4583-887d-e45ab6a9a477_69998796.stl
939,245,3,b9307cb7-3d56-48f5-94a4-8fa928592b7c_85742571.stl,2ee9d116-5e0e-466d-87c9-ce2b16958198_95127092.stl
939,589,5,b9307cb7-3d56-48f5-94a4-8fa928592b7c_85742571.stl,72e38e15-71eb-43e0-bede-be22779faff4_159878926.stl
145,532,5,1d6b497f-47b2-4558-86f8-e638d5a22e03_109110865.stl,65de0ae7-2e48-463a-a148-22001605c2f6_144745638.stl
145,1241,9,1d6b497f-47b2-4558-86f8-e638d5a22e03_109110865.stl,f326fb44-55f3-4207-a62b-01a8318789c7_117261741.stl
145,1272,5,1d6b497f-47b2-4558-86f8-e638d5a22e03_109110865.stl,fde39c73-b68e-4f4f-b1c1-18f4e7b2da03_68114070.stl
461,137,7,59452f5a-3fae-42f2-87ac-16e33eda84cc_178333172.stl,1cc5650a-f6c2-4560-9cff-8566d3921de2_240728376.stl
461,739,3,59452f5a-3fae-42f2-87ac-16e33eda84cc_178333172.stl,90c8554f-9fdc-4ecf-82af-9372e60a8783_266621045.stl
461,1080,7,59452f5a-3fae-42f2-87ac-16e33eda84cc_178333172.stl,d4af5bc0-e1cc-4653-ae63-919a93ac08bc_143211418.stl
230,701,7,2e22763d-5225-4841-93d7-007c4f4d97ea_246781037.stl,8b0e39b7-9327-4b47-9ef9-5e6d855b2f85_227134804.stl
230,1193,7,2e22763d-5225-4841-93d7-007c4f4d97ea_246781037.stl,e7b32b15-1867-4659-a924-b5c83fd0a8f1_104040438.stl
230,350,6,2e22763d-5225-4841-93d7-007c4f4d97ea_246781037.stl,460abe26-4b35-4a08-b549-7c4e85274913_146188149.stl
1110,1161,7,d757571c-43fd-44af-9585-84f5f46690be_95800259.stl,e21d7f8a-fb72-482f-962b-65a893b0c8c7_147447269.stl
1110,862,5,d757571c-43fd-44af-9585-84f5f46690be_95800259.stl,abb8c2e1-b8e2-48a6-8a2f-6dcda639c129_104044105.stl
1110,1249,5,d757571c-43fd-44af-9585-84f5f46690be_95800259.stl,f47cb25d-220b-4286-8190-1578c602c7b4_176807063.stl
746,357,3,921f23b4-d9d8-4113-918e-de6819198306_138939424.stl,457c470f-73b7-473b-b325-d7f523cf2cb3_272724698.stl
746,563,3,921f23b4-d9d8-4113-918e-de6819198306_138939424.stl,6d2fec42-76c5-482e-8cc0-bcfd7ad4028b_115287883.stl
746,140,3,921f23b4-d9d8-4113-918e-de6819198306_138939424.stl,1cc5650a-f6c2-4560-9cff-8566d3921de2_256180188.stl
