Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
782,456,7,990b1b82-2cee-453c-bb65-5a819b021a45_96857915.stl,58b770df-83b1-4458-906e-2ebee018c432_73230403.stl
782,574,8,990b1b82-2cee-453c-bb65-5a819b021a45_96857915.stl,6f5ea276-ce95-444f-b813-de5f90ab2ebb_265004194.stl
782,69,3,990b1b82-2cee-453c-bb65-5a819b021a45_96857915.stl,0d9e65a6-0ff9-4cf8-b78e-5ede1c490364_121858546.stl
577,1257,3,6f706f26-9f23-48f0-9723-317d144e75c7_251453989.stl,fbdd0f4e-cfb4-44e3-8692-ae7796548698_141612469.stl
577,191,3,6f706f26-9f23-48f0-9723-317d144e75c7_251453989.stl,26797da9-59b1-4f08-8ba5-f2f426669be6_269111203.stl
577,957,3,6f706f26-9f23-48f0-9723-317d144e75c7_251453989.stl,bd17b766-b08f-4b87-8bea-f82bcf7437e5_148801435.stl
175,810,10,22f97d92-b578-4a29-8b56-bbd7635aab46_248002102.stl,a6cf765a-ba29-4099-ab98-d94935b73500_161341551.stl
175,508,5,22f97d92-b578-4a29-8b56-bbd7635aab46_248002102.stl,601dfb05-16e8-4c21-b050-512bc6a27fbb_142152752.stl
175,1105,9,22f97d92-b578-4a29-8b56-bbd7635aab46_248002102.stl,d9f5fab1-0926-4c13-9b16-65bce1b916d8_105457773.stl
1200,227,5,e9765e19-60aa-4a9a-97d6-6088f328a015_122530304.stl,2de628e7-55bc-43bb-a51d-157e131397ff_120663003.stl
1200,869,5,e9765e19-60aa-4a9a-97d6-6088f328a015_122530304.stl,aec057ce-d029-418c-b26f-045de369b3b5_114714527.stl
1200,418,5,e9765e19-60aa-4a9a-97d6-6088f328a015_122530304.stl,52de4afe-24be-4a9a-9365-101768e1c589_138926278.stl
506,451,9,5f70331e-5c62-4e61-a2b3-c980087820be_125163193.stl,58253ad1-42ab-44b5-843d-a8a0a16aa307_234581626.stl
506,487,9,5f70331e-5c62-4e61-a2b3-c980087820be_125163193.stl,5c8a5584-2c95-4ffe-b2f6-e652379b9c56_267950799.stl
506,555,9,5f70331e-5c62-4e61-a2b3-c980087820be_125163193.stl,69a49dd0-0c17-4073-8954-fa5283f31d65_169019601.stl
533,185,7,663de213-ccab-4147-b305-4d573b1004f6_162853608.stl,26797da9-59b1-4f08-8ba5-f2f426669be6_126563256.stl
533,1,1,663de213-ccab-4147-b305-4d573b1004f6_162853608.stl,031d6e26-8a84-42cb-b37a-558ff7e7e49f_150568969.stl
533,576,7,663de213-ccab-4147-b305-4d573b1004f6_162853608.stl,7138062b-5a12-4914-bdec-8e112fc00ec0_82096876.stl
802,1230,5,a08d81f3-375e-4eb7-98d4-6d63b2fc7f77_135256453.stl,f12278c1-634e-4503-bb6c-c49c704fb40a_167086174.stl
802,400,7,a08d81f3-375e-4eb7-98d4-6d63b2fc7f77_135256453.stl,50924d4a-ff44-4122-94f2-6cde42779fe3_138220388.stl
802,410,2,a08d81f3-375e-4eb7-98d4-6d63b2fc7f77_135256453.stl,51f2425a-4437-40f1-b021-2f388e1fdf67_267934762.stl
