Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
619,784,10,79d26c7a-672e-4fb1-bccd-42a56439b7da_156656991.stl,9dfbf4f4-0e53-4424-8216-2e24ccb726c6_137540083.stl
619,48,10,79d26c7a-672e-4fb1-bccd-42a56439b7da_156656991.stl,09ed2bac-db36-44fe-8747-b5af73ca98f4_258729335.stl
619,857,8,79d26c7a-672e-4fb1-bccd-42a56439b7da_156656991.stl,ad1973b8-9d0f-4bbd-9245-f94fc7a3cb01_232536367.stl
252,539,7,30ff768f-a8fb-4b7a-9301-078445840a0e_235938545.stl,670c4db1-e374-45d0-adf3-355c8bedd696_87379851.stl
252,43,6,30ff768f-a8fb-4b7a-9301-078445840a0e_235938545.stl,09abf9eb-ea79-4aac-905c-df5ccd7f8e1b_236806170.stl
252,660,5,30ff768f-a8fb-4b7a-9301-078445840a0e_235938545.stl,840c110b-5e6f-466c-8354-0250a7c157ba_268700891.stl
43,952,6,09abf9eb-ea79-4aac-905c-df5ccd7f8e1b_236806170.stl,bd17b766-b08f-4b87-8bea-f82bcf7437e5_100045394.stl
43,660,7,09abf9eb-ea79-4aac-905c-df5ccd7f8e1b_236806170.stl,840c110b-5e6f-466c-8354-0250a7c157ba_268700891.stl
43,838,10,09abf9eb-ea79-4aac-905c-df5ccd7f8e1b_236806170.stl,a9809708-e1a7-42f2-927b-c15e620e0de8_79142915.stl
905,592,7,b59698aa-9f92-44f3-b24f-db63c501275c_102516075.stl,730588c5-01b5-4c6d-8e7d-4f32d7003d18_112159921.stl
905,113,6,b59698aa-9f92-44f3-b24f-db63c501275c_102516075.stl,18a03244-1847-413d-b88d-ed727652faf5_131360555.stl
905,240,5,b59698aa-9f92-44f3-b24f-db63c501275c_102516075.stl,2ee9d116-5e0e-466d-87c9-ce2b16958198_109605455.stl
153,148,5,1e2d5db9-15e9-4bbb-a322-e8014770dd6e_147300266.stl,1d869645-5d5e-494e-aaa0-454e5bca65cf_141866632.stl
153,953,6,1e2d5db9-15e9-4bbb-a322-e8014770dd6e_147300266.stl,ba32b798-4e21-4efb-9c5f-f050b53b5f6c_137366139.stl
153,553,6,1e2d5db9-15e9-4bbb-a322-e8014770dd6e_147300266.stl,6adab233-0392-4c34-8ca9-26af28a055ba_148786869.stl
992,950,6,c644b18e-f9c5-4b70-bcc5-f11444c8d96f_153315209.stl,ba32b798-4e21-4efb-9c5f-f050b53b5f6c_126828142.stl
992,542,8,c644b18e-f9c5-4b70-bcc5-f11444c8d96f_153315209.stl,670c4db1-e374-45d0-adf3-355c8bedd696_148177193.stl
992,426,7,c644b18e-f9c5-4b70-bcc5-f11444c8d96f_153315209.stl,53dc928e-eb3d-4b90-807a-9f2d6722f5c8_104267871.stl
792,118,10,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl,1a23f6e0-8ac5-4b98-9f09-906ce4352f34_75810609.stl
792,1154,1,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl,e21d7f8a-fb72-482f-962b-65a893b0c8c7_121973287.stl
792,79,9,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl,0dd2a727-8c37-44a3-9714-2c14b6c5e5bd_164633494.stl
