Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
67,1094,3,0c854b82-b4a0-4f3f-b1d6-5a170ac38ba6_161778902.stl,d71a93ad-0f2b-4dca-8133-c06a016ecd18_159574720.stl
67,654,9,0c854b82-b4a0-4f3f-b1d6-5a170ac38ba6_161778902.stl,8333fb27-6ecf-4c4f-92ca-6ceec7cd03f9_103325824.stl
67,910,3,0c854b82-b4a0-4f3f-b1d6-5a170ac38ba6_161778902.stl,b57fde05-2fac-4483-85b2-8c75d353585b_254995086.stl
459,898,6,59452f5a-3fae-42f2-87ac-16e33eda84cc_150741399.stl,b443f40f-8c1e-428e-9382-b69e9fe273f2_257608373.stl
459,60,7,59452f5a-3fae-42f2-87ac-16e33eda84cc_150741399.stl,0b803471-e1a1-4a12-815c-71577181f4f5_138938980.stl
459,641,1,59452f5a-3fae-42f2-87ac-16e33eda84cc_150741399.stl,7f4b45f1-c63f-4f3f-8738-e7410e511483_121202161.stl
146,118,1,1d1ea0d2-f2bd-4622-a4b6-3ddce15fa277_120788304.stl,1a23f6e0-8ac5-4b98-9f09-906ce4352f34_75810609.stl
146,1154,7,1d1ea0d2-f2bd-4622-a4b6-3ddce15fa277_120788304.stl,e21d7f8a-fb72-482f-962b-65a893b0c8c7_121973287.stl
146,792,1,1d1ea0d2-f2bd-4622-a4b6-3ddce15fa277_120788304.stl,9f79d0ae-922f-44f0-bea7-6f09849f250f_121459002.stl
800,1264,7,a42a5b1f-38fc-43e7-8a95-bad9172edf13_170795881.stl,fc9feba8-f105-4b3a-90a1-f7ad84be123c_138946612.stl
800,1032,3,a42a5b1f-38fc-43e7-8a95-bad9172edf13_170795881.stl,cc9b81ea-984d-4e62-a1d0-18e7d5d7e0b2_244999188.stl
800,188,3,a42a5b1f-38fc-43e7-8a95-bad9172edf13_170795881.stl,236ff37c-85a3-406a-b91c-f99b7d463adf_268315141.stl
688,186,9,879ae163-0897-47b3-b153-b47346307997_178162781.stl,255ace5b-1654-4a00-8755-a18175633349_112493510.stl
688,1057,3,879ae163-0897-47b3-b153-b47346307997_178162781.stl,d136d736-0b96-4fea-a663-34a7f908ecc3_233744679.stl
688,1226,9,879ae163-0897-47b3-b153-b47346307997_178162781.stl,f1c7e732-414b-4d3d-bd15-d72ac4b6ada2_115515458.stl
503,1095,7,5fed11db-1205-4af7-b49e-339db8473f5f_80825863.stl,d78ce571-bb41-492a-a091-908656c5fcf5_149540530.stl
503,761,5,5fed11db-1205-4af7-b49e-339db8473f5f_80825863.stl,96755635-bab7-4fd6-ab44-2c9b87ada693_138945944.stl
503,798,5,5fed11db-1205-4af7-b49e-339db8473f5f_80825863.stl,a3aff9bd-70d9-4e0c-92f3-8e21eb039b01_168529111.stl
364,365,10,46db2eb4-c26d-427d-826b-14a6f739c5d3_248004730.stl,46db2eb4-c26d-427d-826b-14a6f739c5d3_176278373.stl
364,79,3,46db2eb4-c26d-427d-826b-14a6f739c5d3_248004730.stl,0dd2a727-8c37-44a3-9714-2c14b6c5e5bd_164633494.stl
364,415,3,46db2eb4-c26d-427d-826b-14a6f739c5d3_248004730.stl,51d7e7a4-8aa2-4a33-88be-425f3e23b1fd_247465616.stl
