Query_ID,Match_ID,Dentist_Grade,Query_File,Match_File
1029,1183,5,c958edcd-3eeb-49db-836b-12f895079f54_135635616.stl,e6bad3bb-e753-490e-8cb3-330d0560911c_105095382.stl
1029,471,5,c958edcd-3eeb-49db-836b-12f895079f54_135635616.stl,5a7e861f-5d57-4423-943b-776bd3cbb9c9_129090400.stl
1029,428,3,c958edcd-3eeb-49db-836b-12f895079f54_135635616.stl,535ccff2-6c63-45e8-9448-ef36df620c2a_239204912.stl
151,1215,7,1d869645-5d5e-494e-aaa0-454e5bca65cf_258731176.stl,e9bc1dff-548a-4545-a058-771705e3d55e_158636055.stl
151,402,9,1d869645-5d5e-494e-aaa0-454e5bca65cf_258731176.stl,4e50d749-5768-4126-a60c-3870953cddb0_174283905.stl
151,726,9,1d869645-5d5e-494e-aaa0-454e5bca65cf_258731176.stl,8d8136fa-0704-4dca-a25d-9aa35cdabeb7_124534033.stl
692,1245,9,89f6e5d9-4fd8-4b50-9ae0-bda4c8239bf1_104270621.stl,f67865f6-0c89-4a44-b049-66a72147c5ca_254983431.stl
692,1138,9,89f6e5d9-4fd8-4b50-9ae0-bda4c8239bf1_104270621.stl,e05be703-2dc3-4aa3-8b8e-f9e92c99f6ae_98515559.stl
692,819,7,89f6e5d9-4fd8-4b50-9ae0-bda4c8239bf1_104270621.stl,a71941d4-47c8-4e8a-9aea-de138344292c_74875008.stl
1248,1218,7,f80ec6bb-eef5-453a-87f9-e4b595d4036f_137365313.stl,ee9d5b1c-2bf2-4deb-889f-d86cbe380ce2_257773386.stl
1248,589,5,f80ec6bb-eef5-453a-87f9-e4b595d4036f_137365313.stl,72e38e15-71eb-43e0-bede-be22779faff4_159878926.stl
1248,245,5,f80ec6bb-eef5-453a-87f9-e4b595d4036f_137365313.stl,2ee9d116-5e0e-466d-87c9-ce2b16958198_95127092.stl
342,412,7,414fb4e2-3541-4ccf-85c9-b1fa04dcc247_268493499.stl,5181bb85-3ed6-4f9d-9965-eb5add5cf839_103911576.stl
342,436,7,414fb4e2-3541-4ccf-85c9-b1fa04dcc247_268493499.stl,566b354b-4e46-40f9-935e-f55e4ffc8825_248521938.stl
342,1176,7,414fb4e2-3541-4ccf-85c9-b1fa04dcc247_268493499.stl,e66dd95a-a0e0-44d6-b1df-bbfd97307432_128439291.stl
1141,1035,3,e07ea579-494e-4c87-a4b8-93355017acbb_151932027.stl,cc807b15-e3d8-48cc-9f2f-a46d3e903243_85776742.stl
1141,711,3,e07ea579-494e-4c87-a4b8-93355017acbb_151932027.stl,8b293fd9-410f-43d3-a47e-1f4e1ef4bdbe_261596608.stl
1141,803,3,e07ea579-494e-4c87-a4b8-93355017acbb_151932027.stl,9ffc6b2e-bd5d-4461-9aab-9ca8835861e1_173185340.stl
586,262,7,72c71a5f-3549-4ff7-b184-b550977a2752_101585838.stl,3493fda8-1a64-4573-b4b6-aca9f9c98562_113221109.stl
586,338,9,72c71a5f-3549-4ff7-b184-b550977a2752_101585838.stl,42fb7900-2280-4647-9db1-8234b36e5fde_265532873.stl
586,874,9,72c71a5f-3549-4ff7-b184-b550977a2752_101585838.stl,ae6dea56-7d27-4aa0-b08a-537109818c69_234580325.stl
